stage,pair_mode,initial_alpha,lambda_rank,learning_rate,maximum_epochs,epoch,alpha,train_rating_loss,train_ranking_loss,train_total_loss,validation_RMSE_monitor
global,unweighted,0.25,0.5,0.001,100,83,0.2659357488155365,0.49963998794555664,0.3667094111442566,0.6829947233200073,1.0592262744903564
global,unweighted,0.25,0.5,0.001,100,84,0.26613250374794006,0.4995257556438446,0.3666163682937622,0.6828339099884033,1.0591809749603271
global,unweighted,0.25,0.5,0.001,100,85,0.2663293778896332,0.4994114637374878,0.3665233254432678,0.6826730966567993,1.0591357946395874
global,unweighted,0.25,0.5,0.001,100,86,0.26652637124061584,0.4992970824241638,0.36643022298812866,0.6825121641159058,1.059090495109558
global,unweighted,0.25,0.5,0.001,100,87,0.26672348380088806,0.49918270111083984,0.3663371205329895,0.6823512315750122,1.0590453147888184
global,unweighted,0.25,0.5,0.001,100,88,0.26692068576812744,0.4990682899951935,0.36624401807785034,0.6821902990341187,1.059000015258789
global,unweighted,0.25,0.5,0.001,100,89,0.26711803674697876,0.49895381927490234,0.3661509156227112,0.6820292472839355,1.0589547157287598
global,unweighted,0.25,0.5,0.001,100,90,0.26731550693511963,0.49883922934532166,0.36605772376060486,0.6818680763244629,1.0589094161987305
global,unweighted,0.25,0.5,0.001,100,91,0.26751306653022766,0.49872469902038574,0.36596450209617615,0.681706964969635,1.0588639974594116
global,unweighted,0.25,0.5,0.001,100,92,0.26771071553230286,0.49861010909080505,0.3658713102340698,0.6815457344055176,1.0588186979293823
global,unweighted,0.25,0.5,0.001,100,93,0.26790851354599,0.4984954297542572,0.3657781183719635,0.6813845038414001,1.058773398399353
global,unweighted,0.25,0.5,0.001,100,94,0.2681064307689667,0.49838078022003174,0.3656848967075348,0.6812232136726379,1.0587279796600342
global,unweighted,0.25,0.5,0.001,100,95,0.2683044373989105,0.49826598167419434,0.3655916452407837,0.6810618042945862,1.0586826801300049
global,unweighted,0.25,0.5,0.001,100,96,0.2685025632381439,0.4981512129306793,0.3654983937740326,0.6809003949165344,1.058637261390686
global,unweighted,0.25,0.5,0.001,100,97,0.26870080828666687,0.4980364143848419,0.36540505290031433,0.6807389259338379,1.0585918426513672
global,unweighted,0.25,0.5,0.001,100,98,0.26889917254447937,0.49792152643203735,0.36531177163124084,0.6805773973464966,1.0585464239120483
global,unweighted,0.25,0.5,0.001,100,99,0.26909762620925903,0.497806578874588,0.3652184009552002,0.6804157495498657,1.0585010051727295
global,unweighted,0.25,0.5,0.001,100,100,0.26929622888565063,0.49769169092178345,0.3651250898838043,0.6802542209625244,1.0584555864334106
global,unweighted,0.25,0.5,0.001,200,1,0.25018754601478577,0.508857011795044,0.37426885962486267,0.6959914565086365,1.0627267360687256
global,unweighted,0.25,0.5,0.001,200,2,0.2503752112388611,0.508746325969696,0.3741774559020996,0.6958350539207458,1.0626848936080933
global,unweighted,0.25,0.5,0.001,200,3,0.2505629360675812,0.5086355805397034,0.37408605217933655,0.6956785917282104,1.062643051147461
global,unweighted,0.25,0.5,0.001,200,4,0.2507507801055908,0.5085248351097107,0.3739946186542511,0.695522129535675,1.0626012086868286
global,unweighted,0.25,0.5,0.001,200,5,0.2509387135505676,0.508414089679718,0.37390315532684326,0.6953656673431396,1.0625593662261963
global,unweighted,0.25,0.5,0.001,200,6,0.2511267364025116,0.5083033442497253,0.3738116919994354,0.6952092051506042,1.062517523765564
global,unweighted,0.25,0.5,0.001,200,7,0.2513148784637451,0.5081924200057983,0.3737201988697052,0.6950525045394897,1.062475562095642
global,unweighted,0.25,0.5,0.001,200,8,0.2515031099319458,0.5080814957618713,0.37362873554229736,0.69489586353302,1.0624337196350098
global,unweighted,0.25,0.5,0.001,200,9,0.25169143080711365,0.5079706311225891,0.37353721261024475,0.6947392225265503,1.0623918771743774
global,unweighted,0.25,0.5,0.001,200,10,0.25187987089157104,0.5078596472740173,0.37344568967819214,0.694582462310791,1.0623500347137451
global,unweighted,0.25,0.5,0.001,200,11,0.2520684003829956,0.507748544216156,0.37335413694381714,0.6944255828857422,1.0623080730438232
global,unweighted,0.25,0.5,0.001,200,12,0.25225701928138733,0.5076375603675842,0.3732626140117645,0.6942688822746277,1.0622661113739014
global,unweighted,0.25,0.5,0.001,200,13,0.252445787191391,0.5075265169143677,0.3731710612773895,0.6941120624542236,1.0622241497039795
global,unweighted,0.25,0.5,0.001,200,14,0.25263461470603943,0.5074153542518616,0.373079389333725,0.6939550638198853,1.0621821880340576
global,unweighted,0.25,0.5,0.001,200,15,0.2528235912322998,0.5073041915893555,0.3729878067970276,0.6937980651855469,1.0621402263641357
global,unweighted,0.25,0.5,0.001,200,16,0.25301262736320496,0.5071929097175598,0.3728961944580078,0.6936410069465637,1.0620982646942139
global,unweighted,0.25,0.5,0.001,200,17,0.25320178270339966,0.5070817470550537,0.37280452251434326,0.6934840083122253,1.062056303024292
global,unweighted,0.25,0.5,0.001,200,18,0.2533910274505615,0.5069704651832581,0.3727128803730011,0.6933268904685974,1.0620143413543701
global,unweighted,0.25,0.5,0.001,200,19,0.25358039140701294,0.5068590641021729,0.37262120842933655,0.6931696534156799,1.0619722604751587
global,unweighted,0.25,0.5,0.001,200,20,0.2537699043750763,0.5067477226257324,0.3725295066833496,0.6930124759674072,1.0619302988052368
global,unweighted,0.25,0.5,0.001,200,21,0.2539594769477844,0.5066362619400024,0.3724377751350403,0.6928551197052002,1.0618882179260254
global,unweighted,0.25,0.5,0.001,200,22,0.2541491985321045,0.5065248608589172,0.37234601378440857,0.6926978826522827,1.061846137046814
global,unweighted,0.25,0.5,0.001,200,23,0.2543390095233917,0.5064133405685425,0.37225425243377686,0.6925404667854309,1.061804175376892
global,unweighted,0.25,0.5,0.001,200,24,0.2545289397239685,0.506301760673523,0.37216246128082275,0.6923829913139343,1.0617620944976807
global,unweighted,0.25,0.5,0.001,200,25,0.25471895933151245,0.5061901807785034,0.37207067012786865,0.6922255158424377,1.0617200136184692
global,unweighted,0.25,0.5,0.001,200,26,0.25490909814834595,0.5060785412788391,0.37197884917259216,0.6920679807662964,1.0616779327392578
global,unweighted,0.25,0.5,0.001,200,27,0.255099356174469,0.50596684217453,0.3718869984149933,0.6919103264808655,1.0616357326507568
global,unweighted,0.25,0.5,0.001,200,28,0.2552897334098816,0.5058550834655762,0.371795117855072,0.6917526721954346,1.061593770980835
global,unweighted,0.25,0.5,0.001,200,29,0.25548020005226135,0.5057432651519775,0.37170320749282837,0.6915948390960693,1.061551570892334
global,unweighted,0.25,0.5,0.001,200,30,0.25567078590393066,0.5056315064430237,0.3716113269329071,0.6914371848106384,1.0615094900131226
global,unweighted,0.25,0.5,0.001,200,31,0.2558614909648895,0.505519688129425,0.37151938676834106,0.691279411315918,1.0614672899246216
global,unweighted,0.25,0.5,0.001,200,32,0.25605231523513794,0.5054076910018921,0.371427446603775,0.6911213994026184,1.0614250898361206
global,unweighted,0.25,0.5,0.001,200,33,0.2562432289123535,0.5052957534790039,0.3713354170322418,0.6909634470939636,1.0613828897476196
global,unweighted,0.25,0.5,0.001,200,34,0.25643429160118103,0.505183756351471,0.3712434470653534,0.6908054947853088,1.0613406896591187
global,unweighted,0.25,0.5,0.001,200,35,0.2566254436969757,0.505071759223938,0.3711514174938202,0.6906474828720093,1.0612984895706177
global,unweighted,0.25,0.5,0.001,200,36,0.2568167448043823,0.5049596428871155,0.371059387922287,0.6904893517494202,1.0612562894821167
global,unweighted,0.25,0.5,0.001,200,37,0.2570081055164337,0.5048474669456482,0.3709673285484314,0.6903311014175415,1.0612140893936157
global,unweighted,0.25,0.5,0.001,200,38,0.25719958543777466,0.5047352910041809,0.3708752393722534,0.6901729106903076,1.0611717700958252
global,unweighted,0.25,0.5,0.001,200,39,0.25739118456840515,0.5046231150627136,0.37078315019607544,0.6900147199630737,1.0611295700073242
global,unweighted,0.25,0.5,0.001,200,40,0.2575829029083252,0.5045108199119568,0.3706910312175751,0.6898563504219055,1.0610872507095337
global,unweighted,0.25,0.5,0.001,200,41,0.2577747404575348,0.5043984651565552,0.37059885263442993,0.6896978616714478,1.0610449314117432
global,unweighted,0.25,0.5,0.001,200,42,0.25796669721603394,0.5042861700057983,0.3705067038536072,0.6895395517349243,1.0610027313232422
global,unweighted,0.25,0.5,0.001,200,43,0.25815874338150024,0.504173755645752,0.37041452527046204,0.6893810033798218,1.0609604120254517
global,unweighted,0.25,0.5,0.001,200,44,0.2583509683609009,0.5040613412857056,0.3703223466873169,0.689222514629364,1.0609179735183716
global,unweighted,0.25,0.5,0.001,200,45,0.2585432529449463,0.5039487481117249,0.370230108499527,0.6890637874603271,1.0608757734298706
global,unweighted,0.25,0.5,0.001,200,46,0.25873568654060364,0.5038362145423889,0.3701378107070923,0.6889051198959351,1.0608333349227905
global,unweighted,0.25,0.5,0.001,200,47,0.25892820954322815,0.503723680973053,0.37004554271698,0.688746452331543,1.060791015625
global,unweighted,0.25,0.5,0.001,200,48,0.2591208517551422,0.5036109685897827,0.3699532151222229,0.6885875463485718,1.06074857711792
global,unweighted,0.25,0.5,0.001,200,49,0.2593136131763458,0.5034983158111572,0.3698609173297882,0.6884287595748901,1.0607061386108398
global,unweighted,0.25,0.5,0.001,200,50,0.259506493806839,0.503385603427887,0.36976855993270874,0.688269853591919,1.0606638193130493
global,unweighted,0.25,0.5,0.001,200,51,0.2596994936466217,0.5032727718353271,0.3696762025356293,0.688110888004303,1.0606213808059692
global,unweighted,0.25,0.5,0.001,200,52,0.25989261269569397,0.5031599402427673,0.36958378553390503,0.6879518032073975,1.0605789422988892
global,unweighted,0.25,0.5,0.001,200,53,0.2600858211517334,0.5030470490455627,0.3694913685321808,0.6877927184104919,1.060536503791809
global,unweighted,0.25,0.5,0.001,200,54,0.2602791488170624,0.5029342174530029,0.36939892172813416,0.6876336932182312,1.060494065284729
global,unweighted,0.25,0.5,0.001,200,55,0.2604725658893585,0.5028212070465088,0.3693065345287323,0.6874744892120361,1.0604515075683594
global,unweighted,0.25,0.5,0.001,200,56,0.2606661319732666,0.5027081966400146,0.3692140579223633,0.6873152256011963,1.0604091882705688
global,unweighted,0.25,0.5,0.001,200,57,0.26085981726646423,0.5025951862335205,0.36912158131599426,0.6871559619903564,1.0603666305541992
global,unweighted,0.25,0.5,0.001,200,58,0.26105359196662903,0.5024820566177368,0.3690290153026581,0.686996579170227,1.0603240728378296
global,unweighted,0.25,0.5,0.001,200,59,0.2612474858760834,0.5023689270019531,0.3689365088939667,0.6868371963500977,1.0602816343307495
global,unweighted,0.25,0.5,0.001,200,60,0.26144149899482727,0.5022557377815247,0.3688439428806305,0.6866776943206787,1.0602390766143799
global,unweighted,0.25,0.5,0.001,200,61,0.2616356313228607,0.5021424889564514,0.3687514066696167,0.6865181922912598,1.0601965188980103
global,unweighted,0.25,0.5,0.001,200,62,0.2618299126625061,0.502029299736023,0.36865881085395813,0.6863586902618408,1.0601539611816406
global,unweighted,0.25,0.5,0.001,200,63,0.26202428340911865,0.5019159317016602,0.3685661554336548,0.6861990094184875,1.0601112842559814
global,unweighted,0.25,0.5,0.001,200,64,0.26221874356269836,0.5018025636672974,0.36847350001335144,0.6860393285751343,1.0600688457489014
global,unweighted,0.25,0.5,0.001,200,65,0.2624133229255676,0.5016891360282898,0.3683808743953705,0.6858795881271362,1.0600262880325317
global,unweighted,0.25,0.5,0.001,200,66,0.26260805130004883,0.5015757083892822,0.36828815937042236,0.6857197880744934,1.0599836111068726
global,unweighted,0.25,0.5,0.001,200,67,0.2628028988838196,0.5014621615409851,0.368195503950119,0.6855599284172058,1.059941053390503
global,unweighted,0.25,0.5,0.001,200,68,0.2629978656768799,0.501348614692688,0.3681027293205261,0.6854000091552734,1.0598983764648438
global,unweighted,0.25,0.5,0.001,200,69,0.26319289207458496,0.5012350082397461,0.3680099844932556,0.6852400302886963,1.0598556995391846
global,unweighted,0.25,0.5,0.001,200,70,0.26338809728622437,0.5011214017868042,0.3679172396659851,0.6850800514221191,1.0598130226135254
global,unweighted,0.25,0.5,0.001,200,71,0.26358339190483093,0.5010076761245728,0.3678244352340698,0.6849198937416077,1.0597680807113647
global,unweighted,0.25,0.5,0.001,200,72,0.26377880573272705,0.5008939504623413,0.36773160099983215,0.6847597360610962,1.0597230195999146
global,unweighted,0.25,0.5,0.001,200,73,0.26397430896759033,0.5007801651954651,0.36763879656791687,0.6845995783805847,1.0596779584884644
global,unweighted,0.25,0.5,0.001,200,74,0.26416993141174316,0.5006663799285889,0.3675459325313568,0.6844393610954285,1.0596328973770142
global,unweighted,0.25,0.5,0.001,200,75,0.26436567306518555,0.5005524754524231,0.36745309829711914,0.6842790246009827,1.0595877170562744
global,unweighted,0.25,0.5,0.001,200,76,0.2645615041255951,0.5004386305809021,0.3673602044582367,0.6841187477111816,1.0595425367355347
global,unweighted,0.25,0.5,0.001,200,77,0.2647574841976166,0.5003246068954468,0.36726728081703186,0.6839582324028015,1.0594974756240845
global,unweighted,0.25,0.5,0.001,200,78,0.2649535834789276,0.5002106428146362,0.367174357175827,0.6837978363037109,1.0594522953033447
global,unweighted,0.25,0.5,0.001,200,79,0.2651497721672058,0.5000965595245361,0.3670814037322998,0.683637261390686,1.059407114982605
global,unweighted,0.25,0.5,0.001,200,80,0.26534610986709595,0.49998247623443604,0.36698848009109497,0.6834766864776611,1.0593619346618652
global,unweighted,0.25,0.5,0.001,200,81,0.26554253697395325,0.49986839294433594,0.366895467042923,0.6833161115646362,1.0593167543411255
global,unweighted,0.25,0.5,0.001,200,82,0.2657390832901001,0.4997542202472687,0.366802453994751,0.6831554174423218,1.0592714548110962
global,unweighted,0.25,0.5,0.001,200,83,0.2659357488155365,0.49963998794555664,0.3667094111442566,0.6829947233200073,1.0592262744903564
global,unweighted,0.25,0.5,0.001,200,84,0.26613250374794006,0.4995257556438446,0.3666163682937622,0.6828339099884033,1.0591809749603271
global,unweighted,0.25,0.5,0.001,200,85,0.2663293778896332,0.4994114637374878,0.3665233254432678,0.6826730966567993,1.0591357946395874
global,unweighted,0.25,0.5,0.001,200,86,0.26652637124061584,0.4992970824241638,0.36643022298812866,0.6825121641159058,1.059090495109558
global,unweighted,0.25,0.5,0.001,200,87,0.26672348380088806,0.49918270111083984,0.3663371205329895,0.6823512315750122,1.0590453147888184
global,unweighted,0.25,0.5,0.001,200,88,0.26692068576812744,0.4990682899951935,0.36624401807785034,0.6821902990341187,1.059000015258789
global,unweighted,0.25,0.5,0.001,200,89,0.26711803674697876,0.49895381927490234,0.3661509156227112,0.6820292472839355,1.0589547157287598
global,unweighted,0.25,0.5,0.001,200,90,0.26731550693511963,0.49883922934532166,0.36605772376060486,0.6818680763244629,1.0589094161987305
global,unweighted,0.25,0.5,0.001,200,91,0.26751306653022766,0.49872469902038574,0.36596450209617615,0.681706964969635,1.0588639974594116
global,unweighted,0.25,0.5,0.001,200,92,0.26771071553230286,0.49861010909080505,0.3658713102340698,0.6815457344055176,1.0588186979293823
global,unweighted,0.25,0.5,0.001,200,93,0.26790851354599,0.4984954297542572,0.3657781183719635,0.6813845038414001,1.058773398399353
global,unweighted,0.25,0.5,0.001,200,94,0.2681064307689667,0.49838078022003174,0.3656848967075348,0.6812232136726379,1.0587279796600342
global,unweighted,0.25,0.5,0.001,200,95,0.2683044373989105,0.49826598167419434,0.3655916452407837,0.6810618042945862,1.0586826801300049
global,unweighted,0.25,0.5,0.001,200,96,0.2685025632381439,0.4981512129306793,0.3654983937740326,0.6809003949165344,1.058637261390686
global,unweighted,0.25,0.5,0.001,200,97,0.26870080828666687,0.4980364143848419,0.36540505290031433,0.6807389259338379,1.0585918426513672
global,unweighted,0.25,0.5,0.001,200,98,0.26889917254447937,0.49792152643203735,0.36531177163124084,0.6805773973464966,1.0585464239120483
global,unweighted,0.25,0.5,0.001,200,99,0.26909762620925903,0.497806578874588,0.3652184009552002,0.6804157495498657,1.0585010051727295
global,unweighted,0.25,0.5,0.001,200,100,0.26929622888565063,0.49769169092178345,0.3651250898838043,0.6802542209625244,1.0584555864334106
global,unweighted,0.25,0.5,0.001,200,101,0.2694949209690094,0.49757665395736694,0.36503171920776367,0.6800925135612488,1.0584101676940918
global,unweighted,0.25,0.5,0.001,200,102,0.2696937024593353,0.4974616467952728,0.364938348531723,0.6799308061599731,1.0583646297454834
global,unweighted,0.25,0.5,0.001,200,103,0.2698926031589508,0.49734658002853394,0.36484494805336,0.6797690391540527,1.0583192110061646
global,unweighted,0.25,0.5,0.001,200,104,0.2700916528701782,0.49723148345947266,0.36475151777267456,0.6796072721481323,1.0582736730575562
global,unweighted,0.25,0.5,0.001,200,105,0.2702907919883728,0.4971162974834442,0.36465808749198914,0.6794453263282776,1.0582282543182373
global,unweighted,0.25,0.5,0.001,200,106,0.27049005031585693,0.4970010817050934,0.3645646274089813,0.6792833805084229,1.058182716369629
global,unweighted,0.25,0.5,0.001,200,107,0.2706893980503082,0.49688583612442017,0.3644711673259735,0.6791214346885681,1.0581371784210205
global,unweighted,0.25,0.5,0.001,200,108,0.2708888649940491,0.49677056074142456,0.3643776774406433,0.6789593696594238,1.058091640472412
global,unweighted,0.25,0.5,0.001,200,109,0.27108845114707947,0.49665525555610657,0.3642841875553131,0.6787973642349243,1.0580461025238037
global,unweighted,0.25,0.5,0.001,200,110,0.2712881863117218,0.4965398609638214,0.3641906976699829,0.6786352396011353,1.0580005645751953
global,unweighted,0.25,0.5,0.001,200,111,0.2714879810810089,0.49642443656921387,0.36409711837768555,0.6784729957580566,1.0579549074172974
global,unweighted,0.25,0.5,0.001,200,112,0.27168792486190796,0.49630898237228394,0.3640035390853882,0.678310751914978,1.057909369468689
global,unweighted,0.25,0.5,0.001,200,113,0.2718879282474518,0.4961934983730316,0.3639099895954132,0.6781485080718994,1.0578638315200806
global,unweighted,0.25,0.5,0.001,200,114,0.27208808064460754,0.4960779845714569,0.36381641030311584,0.677986204624176,1.0578181743621826
global,unweighted,0.25,0.5,0.001,200,115,0.27228835225105286,0.4959624111652374,0.3637228012084961,0.6778237819671631,1.0577725172042847
global,unweighted,0.25,0.5,0.001,200,116,0.27248868346214294,0.4958467483520508,0.36362919211387634,0.6776613593101501,1.0577268600463867
global,unweighted,0.25,0.5,0.001,200,117,0.27268919348716736,0.4957311451435089,0.3635355532169342,0.6774989366531372,1.0576813220977783
global,unweighted,0.25,0.5,0.001,200,118,0.27288976311683655,0.4956154227256775,0.3634418845176697,0.6773363351821899,1.0576356649398804
global,unweighted,0.25,0.5,0.001,200,119,0.2730904817581177,0.4954996705055237,0.36334824562072754,0.6771737933158875,1.0575900077819824
global,unweighted,0.25,0.5,0.001,200,120,0.27329128980636597,0.4953838586807251,0.3632545471191406,0.6770111322402954,1.057544231414795
global,unweighted,0.25,0.5,0.001,200,121,0.2734921872615814,0.4952680766582489,0.3631608486175537,0.6768485307693481,1.057498574256897
global,unweighted,0.25,0.5,0.001,200,122,0.2736932337284088,0.49515223503112793,0.3630671203136444,0.6766858100891113,1.057452917098999
global,unweighted,0.25,0.5,0.001,200,123,0.27389436960220337,0.4950362741947174,0.3629733622074127,0.676522970199585,1.0574071407318115
global,unweighted,0.25,0.5,0.001,200,124,0.2740956246852875,0.4949203431606293,0.36287960410118103,0.6763601303100586,1.057361364364624
global,unweighted,0.25,0.5,0.001,200,125,0.27429699897766113,0.49480438232421875,0.36278587579727173,0.6761972904205322,1.057315707206726
global,unweighted,0.25,0.5,0.001,200,126,0.27449846267700195,0.49468833208084106,0.3626920282840729,0.6760343313217163,1.0572700500488281
global,unweighted,0.25,0.5,0.001,200,127,0.2747000455856323,0.4945722818374634,0.3625982701778412,0.6758714318275452,1.057224154472351
global,unweighted,0.25,0.5,0.001,200,128,0.27490174770355225,0.4944561719894409,0.3625044524669647,0.6757084131240845,1.0571784973144531
global,unweighted,0.25,0.5,0.001,200,129,0.27510353922843933,0.4943399727344513,0.36241060495376587,0.6755452752113342,1.0571327209472656
global,unweighted,0.25,0.5,0.001,200,130,0.27530544996261597,0.4942238926887512,0.362316757440567,0.6753822565078735,1.0570869445800781
global,unweighted,0.25,0.5,0.001,200,131,0.27550747990608215,0.49410757422447205,0.36222290992736816,0.6752190589904785,1.057041049003601
global,unweighted,0.25,0.5,0.001,200,132,0.2757095992565155,0.4939913749694824,0.3621290326118469,0.6750558614730835,1.0569952726364136
global,unweighted,0.25,0.5,0.001,200,133,0.2759118378162384,0.49387508630752563,0.3620351254940033,0.6748926639556885,1.056949496269226
global,unweighted,0.25,0.5,0.001,200,134,0.27611419558525085,0.4937586784362793,0.36194121837615967,0.6747292876243591,1.056903600692749
global,unweighted,0.25,0.5,0.001,200,135,0.27631667256355286,0.49364233016967773,0.36184731125831604,0.6745659708976746,1.0568578243255615
global,unweighted,0.25,0.5,0.001,200,136,0.276519238948822,0.493525892496109,0.36175337433815,0.6744025945663452,1.0568119287490845
global,unweighted,0.25,0.5,0.001,200,137,0.27672192454338074,0.4934094250202179,0.3616594076156616,0.6742391586303711,1.0567660331726074
global,unweighted,0.25,0.5,0.001,200,138,0.2769246995449066,0.49329298734664917,0.3615654408931732,0.674075722694397,1.0567201375961304
global,unweighted,0.25,0.5,0.001,200,139,0.27712759375572205,0.4931763708591461,0.3614714741706848,0.6739121079444885,1.0566742420196533
global,unweighted,0.25,0.5,0.001,200,140,0.27733057737350464,0.4930598735809326,0.361377477645874,0.6737486124038696,1.0566284656524658
global,unweighted,0.25,0.5,0.001,200,141,0.27753371000289917,0.49294325709342957,0.36128348112106323,0.6735849976539612,1.0565825700759888
global,unweighted,0.25,0.5,0.001,200,142,0.27773693203926086,0.49282655119895935,0.36118942499160767,0.6734212636947632,1.0565365552902222
global,unweighted,0.25,0.5,0.001,200,143,0.2779402732849121,0.4927098751068115,0.3610954284667969,0.67325758934021,1.0564906597137451
global,unweighted,0.25,0.5,0.001,200,144,0.2781437039375305,0.4925931692123413,0.3610013723373413,0.673093855381012,1.056444764137268
global,unweighted,0.25,0.5,0.001,200,145,0.2783472537994385,0.49247634410858154,0.36090728640556335,0.6729300022125244,1.0563987493515015
global,unweighted,0.25,0.5,0.001,200,146,0.278550922870636,0.49235954880714417,0.3608132004737854,0.6727661490440369,1.0563527345657349
global,unweighted,0.25,0.5,0.001,200,147,0.27875468134880066,0.4922427535057068,0.36071911454200745,0.6726022958755493,1.0563068389892578
global,unweighted,0.25,0.5,0.001,200,148,0.2789585292339325,0.49212583899497986,0.3606249988079071,0.6724383234977722,1.0562608242034912
global,unweighted,0.25,0.5,0.001,200,149,0.27916252613067627,0.49200892448425293,0.36053091287612915,0.6722743511199951,1.0562149286270142
global,unweighted,0.25,0.5,0.001,200,150,0.2793666124343872,0.49189192056655884,0.36043670773506165,0.6721102595329285,1.0561689138412476
global,unweighted,0.25,0.5,0.001,200,151,0.2795708179473877,0.49177491664886475,0.3603425920009613,0.6719462275505066,1.056122899055481
global,unweighted,0.25,0.5,0.001,200,152,0.27977514266967773,0.49165791273117065,0.3602483868598938,0.6717821359634399,1.0560768842697144
global,unweighted,0.25,0.5,0.001,200,153,0.27997955679893494,0.4915408194065094,0.36015424132347107,0.6716179251670837,1.0560307502746582
global,unweighted,0.25,0.5,0.001,200,154,0.2801840603351593,0.49142369627952576,0.36006003618240356,0.6714537143707275,1.0559847354888916
global,unweighted,0.25,0.5,0.001,200,155,0.2803887128829956,0.4913066029548645,0.35996583104133606,0.6712895035743713,1.055938720703125
global,unweighted,0.25,0.5,0.001,200,156,0.2805934250354767,0.4911893904209137,0.35987162590026855,0.6711251735687256,1.0558927059173584
global,unweighted,0.25,0.5,0.001,200,157,0.2807982861995697,0.4910721778869629,0.35977745056152344,0.6709609031677246,1.0558465719223022
global,unweighted,0.25,0.5,0.001,200,158,0.2810032367706299,0.4909548759460449,0.35968318581581116,0.6707964539527893,1.0558005571365356
global,unweighted,0.25,0.5,0.001,200,159,0.2812082767486572,0.49083757400512695,0.3595889210700989,0.670632004737854,1.0557544231414795
global,unweighted,0.25,0.5,0.001,200,160,0.2814134359359741,0.4907202422618866,0.3594946265220642,0.6704675555229187,1.0557082891464233
global,unweighted,0.25,0.5,0.001,200,161,0.28161871433258057,0.49060288071632385,0.35940036177635193,0.6703030467033386,1.0556621551513672
global,unweighted,0.25,0.5,0.001,200,162,0.28182411193847656,0.49048542976379395,0.35930606722831726,0.6701384782791138,1.0556161403656006
global,unweighted,0.25,0.5,0.001,200,163,0.2820295989513397,0.4903680384159088,0.3592117428779602,0.6699739098548889,1.0555698871612549
global,unweighted,0.25,0.5,0.001,200,164,0.28223520517349243,0.49025052785873413,0.35911738872528076,0.6698092222213745,1.0555238723754883
global,unweighted,0.25,0.5,0.001,200,165,0.2824409008026123,0.49013301730155945,0.3590230643749237,0.6696445345878601,1.0554776191711426
global,unweighted,0.25,0.5,0.001,200,166,0.28264668583869934,0.49001550674438477,0.35892874002456665,0.6694798469543457,1.055431604385376
global,unweighted,0.25,0.5,0.001,200,167,0.2828525900840759,0.48989787697792053,0.3588343858718872,0.6693150997161865,1.0553853511810303
global,unweighted,0.25,0.5,0.001,200,168,0.28305861353874207,0.4897802770137787,0.35874003171920776,0.6691502928733826,1.0553392171859741
global,unweighted,0.25,0.5,0.001,200,169,0.28326475620269775,0.4896625578403473,0.3586456775665283,0.6689853668212891,1.0552929639816284
global,unweighted,0.25,0.5,0.001,200,170,0.2834709882736206,0.48954489827156067,0.3585512340068817,0.6688205003738403,1.0552468299865723
global,unweighted,0.25,0.5,0.001,200,171,0.2836773097515106,0.4894271492958069,0.3584568500518799,0.6686555743217468,1.0552005767822266
global,unweighted,0.25,0.5,0.001,200,172,0.2838837504386902,0.4893093407154083,0.35836243629455566,0.6684905290603638,1.0551544427871704
global,unweighted,0.25,0.5,0.001,200,173,0.2840902805328369,0.4891915023326874,0.35826799273490906,0.6683254837989807,1.0551081895828247
global,unweighted,0.25,0.5,0.001,200,174,0.2842969596385956,0.4890736937522888,0.35817357897758484,0.6681604981422424,1.055061936378479
global,unweighted,0.25,0.5,0.001,200,175,0.284503698348999,0.4889557957649231,0.35807913541793823,0.6679953336715698,1.0550158023834229
global,unweighted,0.25,0.5,0.001,200,176,0.284710556268692,0.48883792757987976,0.35798466205596924,0.667830228805542,1.0549695491790771
global,unweighted,0.25,0.5,0.001,200,177,0.2849175035953522,0.48871996998786926,0.35789018869400024,0.6676650643348694,1.0549232959747314
global,unweighted,0.25,0.5,0.001,200,178,0.28512459993362427,0.488601952791214,0.35779568552970886,0.6674997806549072,1.0548769235610962
global,unweighted,0.25,0.5,0.001,200,179,0.2853317856788635,0.4884839355945587,0.35770121216773987,0.6673345565795898,1.05483078956604
global,unweighted,0.25,0.5,0.001,200,180,0.28553906083106995,0.48836591839790344,0.3576067090034485,0.6671692728996277,1.0547844171524048
global,unweighted,0.25,0.5,0.001,200,181,0.28574642539024353,0.48824775218963623,0.3575121760368347,0.667003870010376,1.054738163948059
global,unweighted,0.25,0.5,0.001,200,182,0.28595390915870667,0.48812970519065857,0.3574177026748657,0.666838526725769,1.0546919107437134
global,unweighted,0.25,0.5,0.001,200,183,0.28616151213645935,0.48801153898239136,0.35732313990592957,0.6666731238365173,1.0546455383300781
global,unweighted,0.25,0.5,0.001,200,184,0.2863692343235016,0.48789337277412415,0.3572285771369934,0.6665076613426208,1.0545991659164429
global,unweighted,0.25,0.5,0.001,200,185,0.286577045917511,0.4877750873565674,0.35713401436805725,0.6663420796394348,1.0545529127120972
global,unweighted,0.25,0.5,0.001,200,186,0.28678494691848755,0.487656831741333,0.3570393919944763,0.6661765575408936,1.054506540298462
global,unweighted,0.25,0.5,0.001,200,187,0.2869929373264313,0.48753851652145386,0.35694485902786255,0.6660109758377075,1.0544602870941162
global,unweighted,0.25,0.5,0.001,200,188,0.28720104694366455,0.4874202013015747,0.3568502962589264,0.6658453345298767,1.054413914680481
