method,Student_ID,alpha,train_interaction_count,bucket
UAF-rich,40211247,0.9044061899185181,25,>20
UAF-rich,40211248,0.8420585989952087,21,>20
UAF-rich,40211249,0.9035078883171082,23,>20
UAF-rich,40211250,0.8856455683708191,22,>20
UAF-rich,40211252,0.9293546676635742,24,>20
UAF-rich,40211253,0.4993053674697876,1,1-5
UAF-rich,40211254,0.4993053674697876,1,1-5
UAF-rich,40211255,0.8482629656791687,24,>20
UAF-rich,40211256,0.9461725950241089,23,>20
UAF-rich,40211257,0.7635917067527771,24,>20
UAF-rich,40211258,0.4993053674697876,1,1-5
UAF-rich,40211259,0.8966978788375854,21,>20
UAF-rich,40211260,0.8484857678413391,16,11-20
UAF-rich,40211261,0.9055684804916382,21,>20
UAF-rich,40211262,0.9167622923851013,20,11-20
UAF-rich,40211263,0.7413195967674255,21,>20
UAF-rich,40211264,0.5999933481216431,4,1-5
UAF-rich,40211266,0.8291535377502441,21,>20
UAF-rich,40211267,0.8237212896347046,15,11-20
UAF-rich,40211268,0.493786096572876,2,1-5
UAF-rich,40311101,0.49463093280792236,1,1-5
UAF-rich,40311104,0.7118433117866516,17,11-20
UAF-rich,40311105,0.6698517203330994,17,11-20
UAF-rich,40311106,0.7244198322296143,16,11-20
UAF-rich,40311107,0.8367477059364319,17,11-20
UAF-rich,40311108,0.7018269300460815,16,11-20
UAF-rich,40311109,0.523364782333374,5,1-5
UAF-rich,40311110,0.6010866165161133,5,1-5
UAF-rich,40311111,0.7518452405929565,17,11-20
UAF-rich,40311112,0.7564459443092346,17,11-20
UAF-rich,40311113,0.5729235410690308,6,6-10
UAF-rich,40311114,0.8531771898269653,19,11-20
UAF-rich,40311115,0.49463093280792236,1,1-5
UAF-rich,40311116,0.6517993211746216,16,11-20
UAF-rich,40311117,0.7784649729728699,17,11-20
UAF-rich,40311118,0.8549302220344543,17,11-20
UAF-rich,40311119,0.7286638021469116,16,11-20
UAF-rich,40311120,0.6682703495025635,17,11-20
UAF-rich,40311121,0.7485049366950989,17,11-20
UAF-rich,40311122,0.770863950252533,16,11-20
UAF-rich,40311123,0.6477428674697876,16,11-20
UAF-rich,40311124,0.6103647351264954,9,6-10
UAF-rich,40311125,0.4431580603122711,1,1-5
UAF-rich,40311126,0.49293121695518494,1,1-5
UAF-rich,40311127,0.5598741769790649,9,6-10
UAF-rich,40311128,0.8344122171401978,16,11-20
UAF-rich,40311129,0.6521369814872742,16,11-20
UAF-rich,40311130,0.6820045709609985,17,11-20
UAF-rich,40311131,0.6596749424934387,16,11-20
UAF-rich,40311132,0.7105869054794312,17,11-20
UAF-rich,40311133,0.8073486089706421,17,11-20
UAF-rich,40311134,0.6716019511222839,17,11-20
UAF-rich,40311135,0.7288828492164612,16,11-20
UAF-rich,40311136,0.49463093280792236,1,1-5
UAF-rich,40311137,0.797970712184906,16,11-20
UAF-rich,40311138,0.7822344303131104,16,11-20
UAF-rich,40311139,0.6816748380661011,17,11-20
UAF-rich,40311140,0.860339879989624,17,11-20
UAF-rich,40311141,0.49505582451820374,1,1-5
UAF-rich,40311142,0.5974026322364807,8,6-10
UAF-rich,40311143,0.602210521697998,5,1-5
UAF-rich,40311145,0.49463093280792236,1,1-5
UAF-rich,40311146,0.6675571799278259,16,11-20
UAF-rich,40311148,0.600625216960907,5,1-5
UAF-rich,40311150,0.5943026542663574,9,6-10
UAF-rich,40311151,0.8638464212417603,17,11-20
UAF-rich,40311152,0.6060807704925537,6,6-10
UAF-rich,40311153,0.8736082315444946,17,11-20
UAF-rich,40311154,0.8375901579856873,17,11-20
UAF-rich,40311155,0.7270263433456421,17,11-20
UAF-rich,40311157,0.8564558029174805,17,11-20
UAF-rich,40311158,0.8316791653633118,16,11-20
UAF-rich,40311159,0.5743635892868042,5,1-5
UAF-rich,40311160,0.5616670250892639,2,1-5
UAF-rich,40311161,0.5133644342422485,7,6-10
UAF-rich,40311162,0.6428235769271851,12,11-20
UAF-rich,40311165,0.4869891405105591,2,1-5
UAF-rich,40311166,0.5575429797172546,2,1-5
UAF-rich,40311167,0.47128865122795105,1,1-5
UAF-rich,40311169,0.5085721611976624,4,1-5
UAF-rich,40311170,0.47128865122795105,1,1-5
UAF-rich,40311172,0.692108154296875,2,1-5
UAF-rich,40311173,0.5758230090141296,2,1-5
UAF-rich,40311201,0.8769506216049194,16,11-20
UAF-rich,40311202,0.8129189014434814,16,11-20
UAF-rich,40311204,0.8254314661026001,16,11-20
UAF-rich,40311205,0.8014658689498901,17,11-20
UAF-rich,40311206,0.7527588605880737,16,11-20
UAF-rich,40311207,0.8064307570457458,16,11-20
UAF-rich,40311208,0.7548472881317139,16,11-20
UAF-rich,40311209,0.6619746088981628,17,11-20
UAF-rich,40311210,0.6749346852302551,17,11-20
UAF-rich,40311211,0.7552152276039124,16,11-20
UAF-rich,40311212,0.6422738432884216,11,11-20
UAF-rich,40311213,0.5028334856033325,1,1-5
UAF-rich,40311214,0.6425822377204895,16,11-20
UAF-rich,40311215,0.7743541598320007,16,11-20
UAF-rich,40311216,0.7464304566383362,16,11-20
UAF-rich,40311217,0.7427154183387756,16,11-20
UAF-rich,40311218,0.7535914182662964,17,11-20
UAF-rich,40311219,0.6490023732185364,9,6-10
UAF-rich,40311221,0.6312959790229797,15,11-20
UAF-rich,40311223,0.6316272616386414,15,11-20
UAF-rich,40311224,0.5750691890716553,6,6-10
UAF-rich,40311226,0.7874515652656555,16,11-20
UAF-rich,40311227,0.7279852628707886,17,11-20
UAF-rich,40311229,0.795471727848053,16,11-20
UAF-rich,40311230,0.6604872941970825,17,11-20
UAF-rich,40311231,0.7388486862182617,16,11-20
UAF-rich,40311232,0.6624897122383118,15,11-20
UAF-rich,40311233,0.7220996618270874,16,11-20
UAF-rich,40311235,0.6874473690986633,17,11-20
UAF-rich,40311236,0.8397998809814453,16,11-20
UAF-rich,40311237,0.6414292454719543,15,11-20
UAF-rich,40311238,0.7621055245399475,16,11-20
UAF-rich,40311240,0.5075969696044922,2,1-5
UAF-rich,40311241,0.6270082592964172,16,11-20
UAF-rich,40311242,0.4993053674697876,1,1-5
UAF-rich,40311243,0.8233348727226257,16,11-20
UAF-rich,40311244,0.7329822182655334,16,11-20
UAF-rich,40311245,0.6553566455841064,16,11-20
UAF-rich,40311246,0.5532628893852234,2,1-5
UAF-rich,40311247,0.8615999817848206,17,11-20
UAF-rich,40311248,0.8651171326637268,16,11-20
UAF-rich,40311249,0.7934404015541077,16,11-20
UAF-rich,40311250,0.9010339379310608,18,11-20
UAF-rich,40311253,0.628031849861145,16,11-20
UAF-rich,40311254,0.5095230937004089,6,6-10
UAF-rich,40311255,0.5849167108535767,5,1-5
UAF-rich,40311256,0.8166281580924988,16,11-20
UAF-rich,40311257,0.8367691040039062,16,11-20
UAF-rich,40311258,0.7675797939300537,16,11-20
UAF-rich,40311259,0.7707805037498474,16,11-20
UAF-rich,40311260,0.7678903937339783,17,11-20
UAF-rich,40311261,0.7897011637687683,16,11-20
UAF-rich,40311262,0.6173755526542664,4,1-5
UAF-rich,40311263,0.6240985989570618,2,1-5
UAF-rich,40311264,0.5624711513519287,2,1-5
UAF-rich,40311265,0.6552661657333374,2,1-5
UAF-rich,40311266,0.618157148361206,2,1-5
UAF-rich,40312142,0.6933485865592957,12,11-20
UAF-rich,40320310,0.672646164894104,15,11-20
UAF-rich,40320324,0.6463843584060669,11,11-20
UAF-rich,40320326,0.7000188827514648,15,11-20
UAF-rich,40327247,0.5544648170471191,3,1-5
UAF-rich,40333126,0.5832074880599976,7,6-10
UAF-rich,40411101,0.6810282468795776,11,11-20
UAF-rich,40411102,0.6317934989929199,10,6-10
UAF-rich,40411104,0.5785478353500366,9,6-10
UAF-rich,40411105,0.6963621377944946,10,6-10
UAF-rich,40411106,0.7774950861930847,10,6-10
UAF-rich,40411108,0.591719388961792,10,6-10
UAF-rich,40411109,0.6646328568458557,11,11-20
UAF-rich,40411110,0.6471152305603027,10,6-10
UAF-rich,40411111,0.6543460488319397,10,6-10
UAF-rich,40411113,0.8020322322845459,10,6-10
UAF-rich,40411114,0.6118809580802917,9,6-10
UAF-rich,40411115,0.6231263279914856,9,6-10
UAF-rich,40411117,0.5775473117828369,8,6-10
UAF-rich,40411118,0.5215834379196167,5,1-5
UAF-rich,40411119,0.49463093280792236,1,1-5
UAF-rich,40411120,0.6357824206352234,10,6-10
UAF-rich,40411121,0.49505582451820374,1,1-5
UAF-rich,40411122,0.59481281042099,6,6-10
UAF-rich,40411124,0.6555265188217163,9,6-10
UAF-rich,40411125,0.6414392590522766,6,6-10
UAF-rich,40411126,0.6412588953971863,10,6-10
UAF-rich,40411127,0.6466405987739563,11,11-20
UAF-rich,40411128,0.6083981394767761,10,6-10
UAF-rich,40411129,0.5944788455963135,6,6-10
UAF-rich,40411130,0.6587816476821899,11,11-20
UAF-rich,40411131,0.5173402428627014,5,1-5
UAF-rich,40411132,0.49463093280792236,1,1-5
UAF-rich,40411133,0.6181254982948303,10,6-10
UAF-rich,40411134,0.5851425528526306,6,6-10
UAF-rich,40411137,0.49463093280792236,1,1-5
UAF-rich,40411138,0.5965480208396912,10,6-10
UAF-rich,40411140,0.6132696270942688,10,6-10
UAF-rich,40411141,0.6300941109657288,10,6-10
UAF-rich,40411143,0.618226170539856,10,6-10
UAF-rich,40411145,0.5752540230751038,9,6-10
UAF-rich,40411146,0.6190020442008972,9,6-10
UAF-rich,40411147,0.6775749325752258,10,6-10
UAF-rich,40411148,0.6911696195602417,6,6-10
UAF-rich,40411149,0.6404560804367065,6,6-10
UAF-rich,40411150,0.6325477361679077,6,6-10
UAF-rich,40411151,0.6172942519187927,6,6-10
UAF-rich,40411152,0.6208357214927673,10,6-10
UAF-rich,40411153,0.40212610363960266,1,1-5
UAF-rich,40411155,0.6185730695724487,6,6-10
UAF-rich,40411156,0.688926637172699,6,6-10
UAF-rich,40411157,0.55485999584198,6,6-10
UAF-rich,40411158,0.5979436039924622,9,6-10
UAF-rich,40411159,0.5920882225036621,10,6-10
UAF-rich,40411160,0.6329391002655029,10,6-10
UAF-rich,40411161,0.7691318988800049,7,6-10
UAF-rich,40411163,0.4733884930610657,2,1-5
UAF-rich,40411164,0.4863521158695221,2,1-5
UAF-rich,40411165,0.47128865122795105,1,1-5
UAF-rich,40411166,0.46604910492897034,1,1-5
UAF-rich,40411167,0.454082727432251,1,1-5
UAF-rich,40411168,0.5028334856033325,1,1-5
UAF-rich,40411169,0.454082727432251,1,1-5
UAF-rich,40411201,0.5596794486045837,9,6-10
UAF-rich,40411202,0.587497889995575,9,6-10
UAF-rich,40411205,0.635009229183197,10,6-10
UAF-rich,40411207,0.6146434545516968,9,6-10
UAF-rich,40411208,0.5500082969665527,9,6-10
UAF-rich,40411209,0.5935103893280029,9,6-10
UAF-rich,40411210,0.5729660391807556,9,6-10
UAF-rich,40411211,0.6020991206169128,9,6-10
UAF-rich,40411212,0.6274641156196594,9,6-10
UAF-rich,40411213,0.6632243990898132,9,6-10
UAF-rich,40411214,0.6068969368934631,5,1-5
UAF-rich,40411215,0.5994282960891724,9,6-10
UAF-rich,40411216,0.5759409666061401,5,1-5
UAF-rich,40411217,0.6456702947616577,9,6-10
UAF-rich,40411218,0.6264906525611877,9,6-10
UAF-rich,40411219,0.7155331969261169,9,6-10
UAF-rich,40411220,0.5697304606437683,9,6-10
UAF-rich,40411221,0.6095133423805237,9,6-10
UAF-rich,40411222,0.6235683560371399,9,6-10
UAF-rich,40411224,0.6650224924087524,10,6-10
UAF-rich,40411225,0.5692844390869141,4,1-5
UAF-rich,40411226,0.593148946762085,9,6-10
UAF-rich,40411227,0.6571505665779114,9,6-10
UAF-rich,40411228,0.6220179796218872,9,6-10
UAF-rich,40411229,0.6390368938446045,5,1-5
UAF-rich,40411230,0.6212656497955322,10,6-10
UAF-rich,40411231,0.4993053674697876,1,1-5
UAF-rich,40411233,0.6691786646842957,11,11-20
UAF-rich,40411234,0.5169157385826111,5,1-5
UAF-rich,40411235,0.610864520072937,9,6-10
UAF-rich,40411236,0.6157796382904053,9,6-10
UAF-rich,40411237,0.5746779441833496,10,6-10
UAF-rich,40411238,0.5653181672096252,9,6-10
UAF-rich,40411240,0.6619982123374939,10,6-10
UAF-rich,40411241,0.5926786065101624,9,6-10
UAF-rich,40411242,0.6566900014877319,10,6-10
UAF-rich,40411243,0.6163610816001892,9,6-10
UAF-rich,40411244,0.5846908092498779,9,6-10
UAF-rich,40411246,0.6019991040229797,9,6-10
UAF-rich,40411247,0.5716291666030884,9,6-10
UAF-rich,40411248,0.5975520610809326,9,6-10
UAF-rich,40411250,0.5899614691734314,9,6-10
UAF-rich,40411251,0.6266980767250061,9,6-10
UAF-rich,40411252,0.5929754376411438,9,6-10
UAF-rich,40411253,0.5827919840812683,5,1-5
UAF-rich,40411254,0.5628429651260376,10,6-10
UAF-rich,40411255,0.6956605911254883,9,6-10
UAF-rich,40411256,0.5423890948295593,9,6-10
UAF-rich,40411257,0.5566801428794861,4,1-5
UAF-rich,40411258,0.6234297156333923,11,11-20
UAF-rich,40411259,0.40212610363960266,1,1-5
UAF-rich,40411260,0.5392277240753174,2,1-5
UAF-rich,40411261,0.5332392454147339,2,1-5
UAF-rich,40411263,0.4816821813583374,2,1-5
UAF-rich,40411264,0.5691752433776855,2,1-5
UAF-rich,40411265,0.46608224511146545,1,1-5
UAF-rich,40511101,0.49463093280792236,1,1-5
UAF-rich,40511102,0.45020365715026855,1,1-5
UAF-rich,40511103,0.49463093280792236,1,1-5
UAF-rich,40511104,0.40429824590682983,1,1-5
UAF-rich,40511105,0.40429824590682983,1,1-5
UAF-rich,40511107,0.46819794178009033,1,1-5
UAF-rich,40511108,0.4015837013721466,1,1-5
UAF-rich,40511109,0.4015837013721466,1,1-5
UAF-rich,40511111,0.49293121695518494,1,1-5
UAF-rich,40511112,0.49293121695518494,1,1-5
UAF-rich,40511114,0.4686211943626404,1,1-5
UAF-rich,40511115,0.49293121695518494,1,1-5
UAF-rich,40511117,0.49463093280792236,1,1-5
UAF-rich,40511118,0.46819794178009033,1,1-5
UAF-rich,40511119,0.40212610363960266,1,1-5
UAF-rich,40511120,0.49505582451820374,1,1-5
UAF-rich,40511121,0.49463093280792236,1,1-5
UAF-rich,40511122,0.4686211943626404,1,1-5
UAF-rich,40511123,0.4015837013721466,1,1-5
UAF-rich,40511125,0.49293121695518494,1,1-5
UAF-rich,40511127,0.46819794178009033,1,1-5
UAF-rich,40511128,0.49505582451820374,1,1-5
UAF-rich,40511129,0.45020365715026855,1,1-5
UAF-rich,40511130,0.4665052592754364,1,1-5
UAF-rich,40511131,0.40212610363960266,1,1-5
UAF-rich,40511133,0.45224303007125854,1,1-5
UAF-rich,40511134,0.45224303007125854,1,1-5
UAF-rich,40511135,0.40212610363960266,1,1-5
UAF-rich,40511136,0.4665052592754364,1,1-5
UAF-rich,40511138,0.4431580603122711,1,1-5
UAF-rich,40511139,0.49463093280792236,1,1-5
UAF-rich,40511141,0.49463093280792236,1,1-5
UAF-rich,40511142,0.4431580603122711,1,1-5
UAF-rich,40511143,0.40429824590682983,1,1-5
UAF-rich,40511144,0.4015837013721466,1,1-5
UAF-rich,40511145,0.46819794178009033,1,1-5
UAF-rich,40511146,0.40429824590682983,1,1-5
UAF-rich,40511147,0.4015837013721466,1,1-5
UAF-rich,40511148,0.46041589975357056,1,1-5
UAF-rich,40511149,0.4431580603122711,1,1-5
UAF-rich,40511151,0.45020365715026855,1,1-5
UAF-rich,40511153,0.49293121695518494,1,1-5
UAF-rich,40511155,0.40429824590682983,1,1-5
UAF-rich,40511156,0.40429824590682983,1,1-5
UAF-rich,40511158,0.45020365715026855,1,1-5
UAF-rich,40511159,0.46819794178009033,1,1-5
UAF-rich,40511160,0.49293121695518494,1,1-5
UAF-rich,40511201,0.4471352696418762,1,1-5
UAF-rich,40511202,0.39617276191711426,1,1-5
UAF-rich,40511203,0.4471352696418762,1,1-5
UAF-rich,40511204,0.45248541235923767,1,1-5
UAF-rich,40511205,0.4216090142726898,1,1-5
UAF-rich,40511206,0.38961756229400635,1,1-5
UAF-rich,40511207,0.4471352696418762,1,1-5
UAF-rich,40511208,0.45224303007125854,1,1-5
UAF-rich,40511209,0.45248541235923767,1,1-5
UAF-rich,40511210,0.47731244564056396,1,1-5
UAF-rich,40511211,0.4471352696418762,1,1-5
UAF-rich,40511212,0.40212610363960266,1,1-5
UAF-rich,40511213,0.45224303007125854,1,1-5
UAF-rich,40511215,0.4993053674697876,1,1-5
UAF-rich,40511217,0.4728563725948334,1,1-5
UAF-rich,40511218,0.45248541235923767,1,1-5
UAF-rich,40511219,0.5028334856033325,1,1-5
UAF-rich,40511220,0.45248541235923767,1,1-5
UAF-rich,40511221,0.4216090142726898,1,1-5
UAF-rich,40511222,0.39617276191711426,1,1-5
UAF-rich,40511223,0.45224303007125854,1,1-5
UAF-rich,40511224,0.5028334856033325,1,1-5
UAF-rich,40511225,0.38961756229400635,1,1-5
UAF-rich,40511226,0.38961756229400635,1,1-5
UAF-rich,40511227,0.4728563725948334,1,1-5
UAF-rich,40511228,0.40212610363960266,1,1-5
UAF-rich,40511229,0.4728563725948334,1,1-5
UAF-rich,40511231,0.5028334856033325,1,1-5
UAF-rich,40511233,0.47731244564056396,1,1-5
UAF-rich,40511234,0.4216090142726898,1,1-5
UAF-rich,40511235,0.4471352696418762,1,1-5
UAF-rich,40511237,0.39617276191711426,1,1-5
UAF-rich,40511238,0.4216090142726898,1,1-5
UAF-rich,40511239,0.45224303007125854,1,1-5
UAF-rich,40511242,0.4216090142726898,1,1-5
UAF-rich,40511243,0.4471352696418762,1,1-5
UAF-rich,40511244,0.4339917004108429,1,1-5
UAF-rich,40511246,0.38961756229400635,1,1-5
UAF-rich,40511247,0.4216090142726898,1,1-5
UAF-rich,40511248,0.4728563725948334,1,1-5
UAF-rich,40511250,0.4216090142726898,1,1-5
UAF-rich,40511251,0.39617276191711426,1,1-5
UAF-rich,40511252,0.4471352696418762,1,1-5
UAF-rich,40511253,0.45224303007125854,1,1-5
UAF-rich,40511255,0.38961756229400635,1,1-5
UAF-rich,40511256,0.5028334856033325,1,1-5
UAF-rich,40511258,0.5028334856033325,1,1-5
UAF-rich,40511259,0.40212610363960266,1,1-5
UAF-rich,40511260,0.5028334856033325,1,1-5
UAF-rich,40511262,0.45248541235923767,1,1-5
